Student_ID,Name,Gender,Age,State,City,Marital_Status,Study_Hours,Marks,Attendance_Percentage,Sleep_Hours,Extra_Classes,Sports_Participation
16652,Advika Dani,Female,19,Uttarakhand,Bikaner,Single,1.81,7.39,78.81,7.1,No,Yes
16653,Saanvi Chada,Male,22,Gujarat,Jodhpur,Single,2.08,11.3,80.1,8.7,Yes,No
16654,Ira Shan,Male,23,Jharkhand,Bhiwani,Single,13.81,70.8,87.83,5.2,No,No
16655,Prisha Sharma,Female,23,Nagaland,Rohtak,Single,2.35,10.84,88.34,4.9,No,Yes
16656,Indrajit Shah,Male,19,Arunachal Pradesh,Gaya,Single,7.78,45.65,62.0,5.0,No,No
16657,Vardaniya Bhardwaj,Female,24,Assam,Kamarhati,Single,10.77,54.73,69.53,5.2,Yes,Yes
16658,Saira Wason,Female,22,Manipur,Morena,Single,12.9,66.03,89.06,7.2,No,No
16659,Nitya Yogi,Male,24,Tamil Nadu,Guntakal,Single,3.4,16.19,63.07,9.0,No,No
16660,Biju Sandal,Male,18,Punjab,Aizawl,Single,7.13,35.35,95.78,6.6,No,Yes
16661,Shamik Kulkarni,Female,17,Sikkim,Madanapalle,Single,4.52,28.69,91.94,5.4,Yes,Yes
16662,Alisha Kibe,Male,23,Tamil Nadu,Fatehpur,Single,4.58,23.63,94.77,7.7,No,Yes
16663,Manikya Tak,Male,22,Meghalaya,Raurkela Industrial Township,Single,5.25,27.1,64.86,4.8,Yes,Yes
16664,Ishita Sathe,Male,22,Nagaland,Jehanabad,Single,9.22,47.01,55.26,4.2,Yes,Yes
16665,Nayantara Buch,Female,21,Meghalaya,Ambala,Single,1.23,4.33,55.03,7.0,No,Yes
16666,Indrajit Halder,Female,20,Assam,Ajmer,Single,6.72,26.56,77.8,5.1,No,Yes
16667,Seher Krish,Male,18,Rajasthan,Pune,Single,3.62,25.96,65.28,6.0,Yes,No
16668,Jivin Gade,Female,22,Kerala,Suryapet,Single,14.54,78.04,63.18,5.2,No,Yes
16669,Kaira Dey,Male,24,Meghalaya,Panchkula,Single,9.16,52.05,61.12,8.6,No,No
16670,Sumer Wable,Female,24,Himachal Pradesh,Bhopal,Single,13.15,60.39,78.1,5.7,Yes,No
16671,Prisha Lal,Male,18,Punjab,Agra,Single,3.74,25.92,77.4,6.2,No,Yes
16672,Dishani Kuruvilla,Female,24,Chhattisgarh,Jodhpur,Single,12.34,71.53,71.12,5.2,No,Yes
16673,Riaan Sani,Other,21,Manipur,Ongole,Single,6.81,39.27,56.92,4.4,No,No
16674,Yuvaan Kulkarni,Male,17,Meghalaya,Tenali,Single,3.49,25.69,96.44,6.6,No,Yes
16675,Ahana  Kuruvilla,Male,19,Nagaland,Mira-Bhayandar,Single,11.66,62.29,71.4,8.3,No,Yes
16676,Saksham Srinivas,Male,18,Karnataka,Darbhanga,Single,11.67,54.12,56.18,5.8,No,Yes
16677,Samarth Gulati,Male,21,Maharashtra,Barasat,Single,14.94,77.24,51.85,7.9,No,No
16678,Shalv Aggarwal,Male,21,Maharashtra,Jalgaon,Single,11.93,54.55,57.63,4.2,No,No
16679,Inaaya  Chaudhary,Female,21,Jharkhand,Korba,Single,3.03,12.16,64.86,5.2,No,Yes
16680,Piya Dhaliwal,Female,23,Punjab,Adoni,Single,5.52,29.18,81.5,4.7,No,Yes
16681,Devansh Kar,Male,24,Tamil Nadu,Silchar,Single,7.32,37.51,98.55,6.0,No,Yes
16682,Lagan Bala,Female,23,Kerala,Nagercoil,Single,2.77,16.17,63.6,8.5,No,Yes
16683,Anahi Kale,Female,23,Uttar Pradesh,Pune,Single,12.03,51.19,89.49,5.9,No,Yes
16684,Gokul Vyas,Female,19,Tripura,Bhiwandi,Single,8.37,41.08,95.57,7.0,Yes,Yes
16685,Mahika Reddy,Male,23,Haryana,Kozhikode,Single,14.22,73.84,69.58,8.5,No,No
16686,Faiyaz Walla,Male,18,Mizoram,Bharatpur,Single,9.25,49.99,62.66,5.8,Yes,No
16687,Aradhya Bath,Female,22,Telangana,Mirzapur,Single,8.32,45.67,74.55,5.8,No,No
16688,Ritvik Dube,Male,21,Tripura,Chandigarh,Single,2.0,11.26,94.84,4.4,No,No
16689,Jayesh Kadakia,Female,19,Jharkhand,Berhampur,Single,3.09,13.55,50.55,5.7,No,Yes
16690,Biju Master,Female,23,Andhra Pradesh,Sultan Pur Majra,Single,12.89,66.96,74.33,7.7,Yes,No
16691,Heer Sandal,Male,17,Chhattisgarh,Tezpur,Single,14.87,72.85,87.88,8.2,No,No
16692,Divyansh Swamy,Male,20,Goa,Bhimavaram,Single,6.81,38.56,80.06,7.6,No,No
16693,Samaira Bandi,Female,18,Rajasthan,Bhavnagar,Single,12.34,63.84,74.87,4.0,No,No
16694,Rasha Sarin,Female,19,Manipur,Chandrapur,Single,9.79,48.64,77.68,4.6,No,No
16695,Rasha Deo,Female,20,Mizoram,Chandrapur,Single,14.43,68.31,80.96,7.7,No,Yes
16696,Hrishita Vala,Male,20,Sikkim,Solapur,Single,4.33,27.25,84.1,8.7,Yes,No
16697,Prisha Chahal,Female,23,Karnataka,Ratlam,Single,8.63,45.95,67.81,7.5,No,Yes
16698,Suhana Date,Female,19,Chhattisgarh,Kavali,Single,6.72,44.11,75.87,5.1,Yes,No
16699,Zeeshan Ben,Female,24,West Bengal,Karawal Nagar,Single,8.58,45.53,63.68,4.5,No,No
16700,Ryan Keer,Male,22,Telangana,Agartala,Single,4.76,26.85,99.2,8.4,No,No
16701,Abram Rajagopal,Male,22,Jharkhand,Shimoga,Single,7.97,32.52,59.36,4.5,Yes,No
16702,Badal Shukla,Male,19,Haryana,Bathinda,Single,9.75,50.3,57.53,4.8,No,No
16703,Vedika Venkatesh,Female,19,Chhattisgarh,Ramagundam,Single,2.14,9.12,63.44,7.0,Yes,Yes
16704,Azad Dayal,Female,21,Mizoram,Sikar,Single,11.4,61.13,96.0,4.9,No,No
16705,Badal Manne,Other,17,Mizoram,Sikar,Single,10.89,56.12,82.94,5.1,Yes,Yes
16706,Miraan Sha,Female,22,Nagaland,Vadodara,Single,13.33,71.58,72.8,4.7,No,Yes
16707,Chirag Dhar,Male,21,Punjab,Suryapet,Single,6.96,45.46,96.27,8.7,No,No
16708,Yakshit Uppal,Male,24,Tamil Nadu,Bhiwandi,Single,1.86,5.31,95.01,4.6,No,No
16709,Suhana Bal,Male,20,Rajasthan,Purnia,Single,7.46,42.03,70.08,8.7,No,No
16710,Aarav Lal,Male,20,Manipur,Munger,Single,2.93,18.07,78.18,5.6,No,No
16711,Indrajit Krishnamurthy,Female,20,Kerala,Farrukhabad,Single,10.06,60.2,95.27,8.1,Yes,Yes
16712,Farhan Atwal,Female,19,Assam,Kulti,Single,1.66,11.83,65.97,8.7,No,No
16713,Ehsaan Bakshi,Male,24,Himachal Pradesh,Haridwar,Single,6.24,34.21,70.38,6.6,No,Yes
16714,Keya De,Female,18,Sikkim,Sultan Pur Majra,Single,2.16,15.06,89.65,7.9,No,Yes
16715,Onkar Dhillon,Female,21,Mizoram,Naihati,Single,1.05,9.86,84.93,5.3,No,Yes
16716,Zaina Hegde,Male,18,Madhya Pradesh,Thrissur,Single,14.45,79.52,52.43,5.9,No,No
16717,Aaryahi Vyas,Male,23,Sikkim,Avadi,Single,14.95,70.65,55.87,6.8,No,No
16718,Samaira Dass,Male,17,Karnataka,Kochi,Single,8.78,41.94,92.31,8.3,No,Yes
16719,Tarini Salvi,Male,17,Karnataka,Bongaigaon,Single,4.35,30.43,51.49,7.1,No,No
16720,Priyansh Bala,Female,21,Arunachal Pradesh,Jamshedpur,Single,13.76,59.01,96.0,4.1,No,No
16721,Yuvraj  Varty,Male,20,Jharkhand,Rohtak,Single,13.92,69.18,63.59,5.5,Yes,No
16722,Ishita Kala,Male,23,Assam,Rourkela,Single,12.96,65.55,79.92,8.3,No,No
16723,Aaina Kumer,Other,22,Assam,Maheshtala,Married,8.62,42.22,78.23,5.2,Yes,No
16724,Sara Date,Female,24,Uttar Pradesh,Berhampore,Single,2.05,18.15,69.81,5.8,No,Yes
16725,Armaan Gera,Male,17,Assam,Faridabad,Single,2.24,13.58,51.57,5.9,No,No
16726,Hazel Sami,Female,18,Assam,Tinsukia,Married,13.55,65.81,59.62,4.8,No,Yes
16727,Samiha Magar,Male,18,Haryana,Muzaffarpur,Single,13.26,63.13,80.75,5.7,Yes,No
16728,Anika Wable,Male,22,Nagaland,Kalyan-Dombivli,Single,7.08,36.81,72.32,8.1,No,No
16729,Saksham Sampath,Female,19,Odisha,Korba,Single,5.59,33.78,70.69,8.2,No,No
16730,Nirvaan Iyengar,Male,20,Mizoram,Bhind,Single,10.02,50.79,54.89,6.9,No,No
16731,Advika Subramanian,Female,19,Sikkim,Rewa,Single,12.3,60.83,67.36,7.4,No,Yes
16732,Pari Goel,Male,21,Chhattisgarh,Agartala,Single,11.24,52.72,76.32,6.7,No,No
16733,Manjari Vohra,Male,17,Punjab,Bellary,Single,9.62,49.97,53.88,4.2,No,No
16734,Rati Khatri,Female,22,Kerala,Gandhidham,Single,4.24,22.79,53.33,7.5,Yes,No
16735,Tiya Raval,Male,22,Haryana,Jamalpur,Single,4.68,19.78,74.58,9.0,Yes,Yes
16736,Seher Bail,Female,22,Uttar Pradesh,Chapra,Single,11.14,60.83,78.06,5.1,No,Yes
16737,Nitya Bath,Female,19,Andhra Pradesh,Baranagar,Single,12.24,69.73,62.88,8.9,Yes,No
16738,Vanya Mangat,Female,24,Bihar,Bardhaman,Single,2.63,13.39,66.29,9.0,No,No
16739,Aradhya Hora,Female,19,Rajasthan,Tiruchirappalli,Single,3.62,19.61,89.84,4.7,No,No
16740,Keya Kaur,Male,21,Arunachal Pradesh,Hubli–Dharwad,Single,10.53,47.13,93.46,8.6,No,No
16741,Nirvi Badami,Female,18,Meghalaya,Akola,Single,6.45,35.94,66.26,7.4,Yes,No
16742,Seher Wali,Female,18,West Bengal,Ichalkaranji,Married,8.89,46.77,67.79,6.3,No,Yes
16743,Nehmat Lad,Female,23,Rajasthan,Rampur,Single,9.61,46.42,91.52,5.7,No,No
16744,Jayesh Rajagopalan,Female,21,Uttarakhand,Mau,Single,11.87,55.63,98.69,7.1,No,No
16745,Dhruv Agarwal,Female,24,Rajasthan,Morbi,Single,12.28,70.64,66.03,8.2,No,No
16746,Yasmin Kalla,Male,22,Tripura,Aligarh,Single,4.92,26.51,89.44,4.2,No,Yes
16747,Romil Mannan,Female,18,Mizoram,Kanpur,Single,8.58,38.31,73.98,6.7,No,No
16748,Seher Bhattacharyya,Male,21,Tripura,Srikakulam,Single,2.73,17.93,63.19,7.3,Yes,No
16749,Nishith Sha,Male,18,Uttar Pradesh,Chandigarh,Single,12.79,65.1,84.09,4.1,Yes,No
16750,Vardaniya Kohli,Female,24,Karnataka,Dhanbad,Single,12.84,64.49,73.13,8.4,No,No
16751,Indrajit Rastogi,Male,23,Arunachal Pradesh,Saharsa,Single,5.19,30.84,63.41,8.8,No,Yes
16752,Emir Talwar,Male,21,Uttarakhand,Yamunanagar,Single,3.25,3.19,55.36,7.1,Yes,No
16753,Sana Wagle,Male,18,Uttarakhand,Sultan Pur Majra,Single,1.98,0.86,93.35,4.6,No,No
16754,Ishita Chopra,Female,22,Nagaland,Amravati,Single,9.05,52.15,93.93,8.7,No,No
16755,Shaan Tara,Male,24,Himachal Pradesh,Tiruvottiyur,Single,2.28,10.76,53.75,8.0,No,No
16756,Madhav Gara,Female,19,Madhya Pradesh,Malegaon,Single,10.53,50.52,83.17,4.1,No,No
16757,Riya Balasubramanian,Male,24,Himachal Pradesh,Narasaraopet,Single,10.49,45.76,58.13,6.9,Yes,No
16758,Indrajit Jani,Female,19,Tripura,Silchar,Married,9.6,48.97,82.32,4.6,No,Yes
16759,Kartik Chakrabarti,Male,24,Madhya Pradesh,Surendranagar Dudhrej,Single,13.27,67.94,95.38,4.7,No,No
16760,Riya Yadav,Female,23,Andhra Pradesh,Tadepalligudem,Single,6.3,38.7,63.01,5.0,No,Yes
16761,Badal Johal,Male,22,Tripura,Bharatpur,Single,13.63,70.01,67.4,6.0,No,Yes
16762,Vedika Sawhney,Other,18,Uttar Pradesh,Shimla,Single,1.52,6.09,89.76,8.4,No,Yes
16763,Vidur Subramaniam,Female,22,Mizoram,Bhatpara,Single,2.58,14.93,86.77,4.2,No,Yes
16764,Divit Dasgupta,Female,21,Uttar Pradesh,Agartala,Single,6.77,39.4,70.43,7.4,No,No
16765,Emir Madan,Female,19,Telangana,Pondicherry,Single,9.32,51.06,92.43,8.8,Yes,No
16766,Tejas Ranganathan,Male,17,Tripura,Udaipur,Single,1.45,10.36,96.03,7.2,No,No
16767,Arhaan Warrior,Female,23,Haryana,Katihar,Single,8.94,46.07,72.63,8.1,Yes,No
16768,Yuvraj  Bhatti,Female,18,Uttar Pradesh,Ranchi,Single,5.3,23.59,51.97,8.5,No,No
16769,Shamik Dani,Female,17,West Bengal,Raurkela Industrial Township,Single,13.42,61.94,75.47,7.6,Yes,No
16770,Hunar Korpal,Female,17,Himachal Pradesh,Khora ,Single,8.47,36.39,86.98,7.3,Yes,No
16771,Chirag Sant,Female,24,Telangana,Kochi,Single,9.23,48.12,61.0,4.1,No,No
16772,Vivaan Sarkar,Other,23,Chhattisgarh,Sambalpur,Single,14.24,73.69,54.97,6.6,No,No
16773,Zara Randhawa,Male,20,Bihar,Jamalpur,Single,11.7,63.97,64.26,6.3,Yes,No
16774,Aradhya Tak,Female,17,Maharashtra,Udaipur,Single,7.14,38.51,50.58,6.6,No,Yes
16775,Anika Swamy,Female,17,Kerala,Ahmedabad,Single,7.68,43.65,85.77,6.2,Yes,No
16776,Vedika Ranganathan,Female,22,Sikkim,Silchar,Single,10.07,49.7,57.3,8.5,No,No
16777,Suhana Sengupta,Male,20,Himachal Pradesh,Junagadh,Single,3.8,22.85,86.18,8.4,No,Yes
16778,Adah Mammen,Female,20,Sikkim,Ghaziabad,Married,2.24,6.19,61.73,4.6,Yes,No
16779,Vedika Raval,Female,20,Meghalaya,Chandrapur,Single,5.36,26.5,99.6,6.7,Yes,No
16780,Mohanlal Bobal,Male,23,Goa,Khammam,Single,11.9,50.34,76.59,8.8,Yes,No
16781,Nayantara Sem,Female,21,Maharashtra,South Dumdum,Single,4.6,23.16,52.07,7.0,Yes,No
16782,Anahi Ahuja,Male,20,Maharashtra,Morbi,Single,2.83,20.27,88.63,8.0,No,No
16783,Badal Mannan,Other,22,Meghalaya,Loni,Single,4.07,20.7,70.5,5.9,Yes,No
16784,Shalv Ganesh,Male,21,Jharkhand,Haldia,Single,10.51,56.16,80.37,5.9,No,No
16785,Suhana Raman,Male,18,Kerala,Chinsurah,Single,9.6,49.37,97.56,5.6,Yes,Yes
16786,Sana Sama,Male,21,Gujarat,Panchkula,Single,10.64,50.35,75.86,4.1,No,No
16787,Biju Gade,Female,18,Meghalaya,Durgapur,Single,5.51,26.62,90.22,8.6,No,No
16788,Yashvi Sahota,Male,20,Odisha,Ulhasnagar,Single,13.61,73.95,65.14,5.7,No,No
16789,Anay Dhaliwal,Female,20,Tamil Nadu,Bhimavaram,Single,7.32,40.18,85.73,5.8,No,No
16790,Divit Varma,Female,18,Haryana,Raichur,Married,8.19,37.86,54.97,7.8,No,No
16791,Samarth Behl,Female,19,Mizoram,Dewas,Single,14.28,64.46,94.67,6.6,Yes,Yes
16792,Yasmin Magar,Male,22,Jharkhand,Jalna,Single,14.71,74.58,59.99,5.8,No,Yes
16793,Stuvan Varughese,Other,21,Andhra Pradesh,Suryapet,Single,10.26,48.39,65.1,8.4,Yes,No
16794,Yasmin Garde,Female,22,Gujarat,Gwalior,Single,14.23,70.26,97.91,8.1,No,Yes
16795,Faiyaz Boase,Male,22,Jharkhand,Darbhanga,Single,8.58,35.63,57.76,8.9,Yes,No
16796,Badal Sunder,Male,17,Kerala,Bangalore,Single,5.3,31.7,62.72,7.2,No,No
16797,Taimur Brar,Male,20,Andhra Pradesh,Navi Mumbai,Single,5.41,26.57,79.01,7.5,No,No
16798,Shaan Borah,Female,21,Tripura,Thoothukudi,Single,8.83,44.42,99.03,5.6,No,No
16799,Nirvaan Tak,Male,22,Meghalaya,Meerut,Single,9.47,43.19,84.57,4.5,No,No
16800,Neysa Choudhary,Male,21,Jharkhand,Howrah,Single,7.15,34.36,55.71,4.5,Yes,No
16801,Kabir Bala,Female,22,Uttar Pradesh,Madhyamgram,Single,13.37,67.46,87.41,7.2,No,No
16802,Rati Saran,Female,20,West Bengal,Bidar,Single,6.97,31.78,71.31,4.6,Yes,Yes
16803,Tanya Gulati,Female,22,Bihar,Bokaro,Single,4.83,23.07,99.62,8.5,Yes,Yes
16804,Jayesh Lall,Female,18,Uttarakhand,Dehradun,Single,1.11,12.48,81.44,7.5,Yes,Yes
16805,Kiara Bali,Male,20,Tamil Nadu,Srikakulam,Single,14.59,64.2,76.6,5.1,Yes,No
16806,Ayesha Jaggi,Female,21,Mizoram,Rewa,Single,12.54,63.62,77.86,5.4,No,Yes
16807,Nitara Malhotra,Male,23,Manipur,Anand,Single,9.62,44.17,82.08,7.5,No,Yes
16808,Fateh Manda,Female,19,West Bengal,Baranagar,Single,12.63,69.83,86.59,8.1,No,No
16809,Mannat Dugar,Female,22,Maharashtra,Yamunanagar,Single,12.34,60.8,53.92,8.2,No,Yes
16810,Taran Lall,Male,18,Mizoram,Fatehpur,Married,14.05,65.01,56.53,7.0,No,No
16811,Samarth Sehgal,Other,20,Assam,Karawal Nagar,Single,6.4,30.92,65.02,4.8,No,No
16812,Urvi Khare,Female,17,Karnataka,Ranchi,Single,8.77,45.6,73.9,8.1,Yes,No
16813,Ivana Chhabra,Male,23,Himachal Pradesh,Anand,Single,2.38,25.78,65.55,8.0,No,No
16814,Anya Kale,Female,23,Gujarat,Siwan,Single,14.51,62.0,60.69,8.2,Yes,No
16815,Prisha Dubey,Female,20,Manipur,Jalgaon,Single,14.79,67.95,96.25,4.8,No,No
16816,Saira Bawa,Female,24,Telangana,Deoghar,Single,12.05,66.78,51.63,7.4,Yes,No
16817,Kabir Dhillon,Female,23,Telangana,Unnao,Single,7.36,29.26,96.93,8.8,Yes,Yes
16818,Nitya Kannan,Female,21,Bihar,Dhanbad,Single,7.95,39.8,95.36,5.3,Yes,No
16819,Umang Singhal,Male,21,Sikkim,Nizamabad,Single,7.1,33.08,84.19,7.6,No,No
16820,Azad Lal,Male,17,Himachal Pradesh,Pimpri-Chinchwad,Single,5.11,22.35,51.63,5.3,Yes,Yes
16821,Vardaniya Barad,Male,18,Bihar,Bahraich,Single,8.39,41.09,61.27,5.5,No,No
16822,Kanav Batta,Male,21,Tamil Nadu,Gandhidham,Single,1.75,7.09,98.96,6.4,No,Yes
16823,Biju Choudhry,Female,18,Madhya Pradesh,Rajpur Sonarpur,Single,14.89,79.74,95.3,8.5,No,No
16824,Ishaan Deep,Male,18,Telangana,Tiruchirappalli,Single,6.94,41.34,98.23,4.2,No,No
16825,Vanya Brahmbhatt,Male,20,Chhattisgarh,Fatehpur,Single,13.98,72.03,99.81,8.9,No,No
16826,Gokul Bera,Male,18,Haryana,Guwahati,Single,11.14,54.52,53.19,7.9,No,No
16827,Madhav Bawa,Female,22,Karnataka,Bhopal,Single,5.06,26.59,78.54,5.8,No,No
16828,Dishani Ahluwalia,Female,24,Maharashtra,Unnao,Single,4.11,24.58,91.71,5.8,Yes,Yes
16829,Anvi Jha,Male,21,Uttarakhand,Malegaon,Single,14.94,79.71,65.99,6.4,Yes,No
16830,Pranay Maharaj,Female,21,Karnataka,Kolkata,Single,11.81,60.9,71.78,8.4,Yes,Yes
16831,Nitya Bhattacharyya,Male,19,Mizoram,Nanded,Single,4.5,30.14,64.19,4.1,No,No
16832,Dishani Samra,Female,23,Chhattisgarh,Fatehpur,Single,1.94,6.62,51.9,6.7,No,Yes
16833,Anya Bala,Male,18,Punjab,Barasat,Single,10.76,59.5,53.64,4.3,No,Yes
16834,Aarna Chowdhury,Female,19,Uttar Pradesh,Ramgarh,Single,5.24,29.72,51.07,4.6,Yes,No
16835,Jhanvi Sarraf,Female,20,Uttarakhand,Serampore,Single,4.1,17.45,76.36,7.5,Yes,No
16836,Vardaniya Mandal,Female,19,Rajasthan,Nashik,Single,11.29,57.61,80.92,5.2,Yes,Yes
16837,Eva Ratta,Male,23,Manipur,Rajkot,Single,10.51,54.06,65.39,4.2,No,Yes
16838,Sahil Tailor,Female,18,Telangana,Bharatpur,Married,7.74,37.99,91.31,4.8,No,No
16839,Mannat Mann,Female,24,Jharkhand,Gandhidham,Single,14.2,70.24,94.4,5.0,Yes,Yes
16840,Indranil Raval,Female,23,Uttar Pradesh,Nagaon,Single,10.51,44.93,56.99,7.8,No,No
16841,Hiran Bahl,Male,21,Mizoram,Chandrapur,Single,13.51,64.1,52.6,7.1,Yes,Yes
16842,Ira Sen,Male,24,Uttar Pradesh,Chinsurah,Single,3.67,17.16,65.97,7.7,No,Yes
16843,Shamik Chaudhuri,Female,20,Punjab,Mumbai,Single,5.15,22.89,85.65,5.8,Yes,Yes
16844,Heer Dewan,Male,18,Jharkhand,Deoghar,Single,2.46,8.02,75.37,4.6,No,No
16845,Divit Grover,Male,24,Haryana,Khammam,Single,5.26,31.61,74.4,8.0,Yes,No
16846,Tara Rege,Male,24,Sikkim,Bangalore,Single,14.6,72.48,57.62,4.7,Yes,Yes
16847,Amira Manne,Female,24,Tripura,Rajpur Sonarpur,Single,14.48,83.23,67.57,5.9,No,Yes
16848,Mohanlal Char,Male,24,Gujarat,Moradabad,Single,11.65,59.36,97.94,5.3,Yes,No
16849,Kartik Ravel,Female,24,Tripura,Rajpur Sonarpur,Single,8.29,46.65,67.03,5.5,No,No
16850,Prisha Mane,Male,24,Arunachal Pradesh,Delhi,Single,11.93,58.61,79.57,7.0,No,No
16851,Yuvaan Mahajan,Male,20,Arunachal Pradesh,Haldia,Single,8.75,40.44,52.92,4.8,Yes,Yes
16852,Dishani Bali,Male,17,Punjab,Parbhani,Single,1.05,6.56,53.19,6.2,No,Yes
16853,Lavanya Karnik,Male,24,Maharashtra,Hyderabad,Single,8.02,46.58,71.21,7.2,No,Yes
16854,Raunak Dada,Female,18,Punjab,Ongole,Single,9.38,46.45,80.21,8.3,No,No
16855,Siya Balan,Female,17,Chhattisgarh,Dharmavaram,Single,4.72,25.83,68.62,5.9,No,Yes
16856,Vardaniya Gola,Female,24,Bihar,Bhiwani,Single,3.85,20.54,58.95,5.6,No,No
16857,Ishaan Badami,Male,19,Chhattisgarh,Kadapa,Single,4.83,23.66,86.8,5.8,No,No
16858,Rati Sachdev,Female,18,Sikkim,Nagpur,Single,9.73,48.42,57.0,6.5,No,No
16859,Tanya Rajagopal,Female,17,Chhattisgarh,Sultan Pur Majra,Single,3.04,10.21,83.4,5.6,No,Yes
16860,Shalv Comar,Female,22,Kerala,Purnia,Single,11.08,55.34,97.84,5.3,No,No
16861,Ira Bobal,Female,21,Haryana,Katihar,Single,6.92,37.87,73.53,5.9,No,Yes
16862,Kabir Bora,Male,19,Tamil Nadu,Meerut,Single,5.95,31.23,60.02,7.9,No,Yes
16863,Nayantara Manda,Female,18,Nagaland,Mau,Single,12.3,62.42,92.1,5.3,Yes,Yes
16864,Faiyaz Kara,Male,18,Rajasthan,Coimbatore,Single,8.08,44.03,75.27,8.2,Yes,No
16865,Shray Shenoy,Male,21,Rajasthan,Narasaraopet,Single,6.3,32.47,96.16,5.4,No,No
16866,Kiara Hayre,Female,21,Tamil Nadu,Morbi,Married,13.29,66.52,86.03,7.0,No,No
16867,Adah Ganesan,Female,23,Mizoram,Machilipatnam,Single,6.16,34.48,71.53,8.9,Yes,No
16868,Adira Rege,Female,24,Maharashtra,Shahjahanpur,Single,13.03,65.83,80.87,8.8,Yes,No
16869,Faiyaz Sule,Male,17,Maharashtra,Gopalpur,Single,8.06,39.12,58.5,6.2,No,No
16870,Divij Bhakta,Male,17,Sikkim,Parbhani,Single,3.91,21.89,69.36,4.3,No,Yes
16871,Hridaan Jaggi,Male,17,Punjab,Alappuzha,Single,9.58,47.72,79.69,8.5,No,No
16872,Hansh Shankar,Female,23,Rajasthan,Sultan Pur Majra,Single,4.99,23.54,79.5,4.6,No,Yes
16873,Samaira Choudhary,Male,24,Rajasthan,Jhansi,Single,3.06,16.08,79.36,8.6,Yes,Yes
16874,Umang Shroff,Female,20,Assam,Barasat,Single,2.21,11.89,87.18,7.7,No,Yes
16875,Shanaya Ahluwalia,Male,19,Punjab,Nanded,Single,4.38,16.38,55.28,8.7,No,No
16876,Hunar Bora,Female,24,Andhra Pradesh,Yamunanagar,Single,11.31,58.22,53.68,7.3,No,No
16877,Veer Dhar,Female,18,Mizoram,Silchar,Single,12.73,72.88,57.4,9.0,Yes,No
16878,Tara Zachariah,Male,19,Gujarat,Ludhiana,Single,13.06,60.4,89.62,6.3,No,No
16879,Anahita Bera,Male,21,Sikkim,Uluberia,Single,4.78,21.39,53.24,5.6,Yes,Yes
16880,Jhanvi Solanki,Female,24,Telangana,Bulandshahr,Single,10.25,65.15,61.26,6.0,No,No
16881,Manikya Kulkarni,Female,22,Gujarat,Panvel,Single,4.22,16.99,62.74,5.8,Yes,No
16882,Amira Yohannan,Female,19,Himachal Pradesh,Muzaffarnagar,Single,9.72,55.03,82.36,6.0,No,No
16883,Ehsaan Ben,Female,19,West Bengal,Kumbakonam,Single,13.42,65.96,70.08,8.4,No,Yes
16884,Dhanuk Dash,Male,17,Kerala,Anantapur,Single,1.57,8.15,59.95,7.0,No,No
16885,Zeeshan Srinivasan,Female,21,Chhattisgarh,Patiala,Single,14.79,73.29,72.48,7.6,No,Yes
16886,Nayantara Wali,Male,19,Nagaland,Jhansi,Single,12.58,65.03,84.27,5.4,No,No
16887,Shanaya Taneja,Female,18,Assam,Gurgaon,Single,11.66,50.4,89.3,8.9,Yes,Yes
16888,Anvi Bakshi,Male,17,Jharkhand,Barasat,Single,10.68,54.33,56.19,5.4,No,No
16889,Abram Maharaj,Female,23,Odisha,Bilaspur,Single,11.78,56.88,85.74,4.8,No,No
16890,Kaira Vaidya,Male,19,Karnataka,Vijayanagaram,Single,14.92,65.28,50.23,7.9,No,Yes
16891,Anaya Iyer,Male,21,Gujarat,Shahjahanpur,Single,11.78,64.5,86.22,8.2,No,No
16892,Ehsaan Bedi,Male,24,Meghalaya,Moradabad,Single,5.92,19.06,83.05,6.0,Yes,Yes
16893,Akarsh Balan,Female,22,Mizoram,Ulhasnagar,Single,9.59,58.69,73.43,6.7,No,Yes
16894,Lavanya Kanda,Female,24,Manipur,Dewas,Single,5.72,31.68,56.84,6.1,No,No
16895,Neysa Borde,Female,24,Assam,Shivpuri,Single,14.58,66.1,88.23,5.5,No,No
16896,Umang Mani,Male,18,Andhra Pradesh,Vellore,Single,13.6,74.69,53.59,8.1,No,Yes
16897,Hrishita Talwar,Female,22,Tripura,Sambalpur,Single,8.95,41.0,94.78,7.8,No,No
16898,Abram Bhardwaj,Female,21,Gujarat,Tirupati,Single,11.94,56.18,88.67,6.4,No,No
16899,Zara Tank,Male,21,Uttar Pradesh,Deoghar,Single,13.74,59.7,87.05,6.3,Yes,Yes
16900,Aaryahi Rao,Male,21,Telangana,Arrah,Single,4.41,17.73,87.72,4.9,No,No
16901,Darshit Sharma,Female,22,Jharkhand,Bhubaneswar,Single,9.11,41.82,53.38,7.2,Yes,No
16902,Ryan Mahal,Male,20,Maharashtra,Udupi,Single,7.74,42.79,99.5,8.6,No,No
16903,Ela Kade,Male,18,Assam,Gandhidham,Single,11.8,64.84,92.93,7.6,No,No
16904,Saksham Karpe,Female,21,Uttar Pradesh,Amritsar,Single,6.31,25.35,75.4,6.5,No,Yes
16905,Uthkarsh Lad,Male,20,Madhya Pradesh,Mehsana,Single,10.93,56.0,85.97,4.2,No,No
